{
	["bf001"] = {
			["monster_lv"] = 38,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
			},
			["diff_lv"] = 19,
			["event_days_offset"] = 0,
			["monster_lv"] = 39,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
			},
			["diff_lv"] = 20,
			["event_days_offset"] = 0,
			["monster_lv"] = 40,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
			},
			["diff_lv"] = 21,
			["event_days_offset"] = 0,
			["monster_lv"] = 41,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
			},
			["diff_lv"] = 22,
			["event_days_offset"] = 0,
			["monster_lv"] = 42,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
			},
			["diff_lv"] = 23,
			["event_days_offset"] = 0,
			["monster_lv"] = 43,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
			},
			["diff_lv"] = 24,
			["event_days_offset"] = 0,
			["monster_lv"] = 44,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
			},
			["diff_lv"] = 25,
			["event_days_offset"] = 0,
			["monster_lv"] = 45,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
			},
			["diff_lv"] = 26,
			["event_days_offset"] = 0,
			["monster_lv"] = 46,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
			},
			["diff_lv"] = 27,
			["event_days_offset"] = 0,
			["monster_lv"] = 47,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
			},
			["diff_lv"] = 28,
			["event_days_offset"] = 0,
			["monster_lv"] = 48,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
			},
			["diff_lv"] = 29,
			["event_days_offset"] = 0,
			["monster_lv"] = 49,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
			},
			["diff_lv"] = 30,
			["event_days_offset"] = 0,
			["monster_lv"] = 50,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
			},
			["diff_lv"] = 31,
			["event_days_offset"] = 0,
			["monster_lv"] = 51,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
			},
			["diff_lv"] = 32,
			["event_days_offset"] = 0,
			["monster_lv"] = 52,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
			},
			["diff_lv"] = 33,
			["event_days_offset"] = 0,
			["monster_lv"] = 53,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
			},
			["diff_lv"] = 34,
			["event_days_offset"] = 0,
			["monster_lv"] = 54,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
			},
			["diff_lv"] = 35,
			["event_days_offset"] = 0,
			["monster_lv"] = 55,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
			},
			["diff_lv"] = 36,
			["event_days_offset"] = 0,
			["monster_lv"] = 56,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
			},
			["diff_lv"] = 37,
			["event_days_offset"] = 0,
			["monster_lv"] = 57,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
			},
			["diff_lv"] = 38,
			["event_days_offset"] = 0,
			["monster_lv"] = 58,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
			},
			["diff_lv"] = 39,
			["event_days_offset"] = 0,
			["monster_lv"] = 59,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
			},
			["diff_lv"] = 40,
			["event_days_offset"] = 0,
			["monster_lv"] = 60,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
			},
			["diff_lv"] = 41,
			["event_days_offset"] = 0,
			["monster_lv"] = 61,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
			},
			["diff_lv"] = 42,
			["event_days_offset"] = 0,
			["monster_lv"] = 62,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
			},
			["diff_lv"] = 43,
			["event_days_offset"] = 0,
			["monster_lv"] = 63,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
			},
			["diff_lv"] = 44,
			["event_days_offset"] = 0,
			["monster_lv"] = 64,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
			},
			["diff_lv"] = 45,
			["event_days_offset"] = 0,
			["monster_lv"] = 65,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
			},
			["diff_lv"] = 46,
			["event_days_offset"] = 0,
			["monster_lv"] = 66,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
			},
			["diff_lv"] = 47,
			["event_days_offset"] = 0,
			["monster_lv"] = 67,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
			},
			["diff_lv"] = 48,
			["event_days_offset"] = 0,
			["monster_lv"] = 68,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
			},
			["diff_lv"] = 49,
			["event_days_offset"] = 0,
			["monster_lv"] = 69,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
			},
			["diff_lv"] = 50,
			["event_days_offset"] = 0,
			["monster_lv"] = 70,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
			},
			["diff_lv"] = 51,
			["event_days_offset"] = 0,
			["monster_lv"] = 71,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
			},
			["diff_lv"] = 52,
			["event_days_offset"] = 0,
			["monster_lv"] = 72,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
			},
			["diff_lv"] = 53,
			["event_days_offset"] = 0,
			["monster_lv"] = 73,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
			},
			["diff_lv"] = 54,
			["event_days_offset"] = 0,
			["monster_lv"] = 74,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 55,
			["event_days_offset"] = 0,
			["monster_lv"] = 75,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 56,
			["event_days_offset"] = 0,
			["monster_lv"] = 76,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 57,
			["event_days_offset"] = 0,
			["monster_lv"] = 77,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 58,
			["event_days_offset"] = 0,
			["monster_lv"] = 78,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 59,
			["event_days_offset"] = 0,
			["monster_lv"] = 79,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 60,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 61,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 62,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 63,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 64,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 65,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 66,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 67,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 68,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
				[2004] = 8,
				[2005] = 10,
				[2006] = 13,
				[2007] = 15,
				[2008] = 18,
				[2009] = 20,
				[2010] = 23,
				[2011] = 25,
				[2012] = 28,
				[2013] = 30,
				[2014] = 33,
				[2015] = 35,
				[2016] = 38,
				[2017] = 40,
				[2018] = 43,
				[2019] = 45,
				[2020] = 48,
				[2021] = 50,
				[2022] = 55,
			},
			["diff_lv"] = 69,
			["event_days_offset"] = 0,
			["monster_lv"] = 80,
		},
		{
			["affix_ids"] = {
				[2001] = 2,
				[2002] = 4,
				[2003] = 6,
