					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 18,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["bubble_id"] = 8,
					["bubble_npclist"] = {
						"shop_5",
					},
					["extra_auto_continue"] = true,
					["extra_chapter_level"] = {
						62,
						52,
					},
					["extra_quest_id"] = 5684,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 19,
					["node_type"] = 13,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 20,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						34,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							18,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 21,
					["node_type"] = 10,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 22,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						18,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 23,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 24,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["bubble_id"] = 2,
					["bubble_npclist"] = {
						"scene_99999_1",
					},
					["extra_chapter_level"] = {
						62,
						3,
					},
					["extra_quest_id"] = 5681,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 25,
					["node_type"] = 11,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 26,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_auto_continue"] = true,
					["extra_chapter_level"] = {
						62,
						53,
					},
					["extra_quest_id"] = 5685,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 27,
					["node_type"] = 12,
					["round"] = 1,
				},
				{
					["bubble_id"] = 9,
					["bubble_npclist"] = {
						"shop_6",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 28,
					["node_type"] = 4,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						19,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 29,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 30,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["bubble_id"] = 3,
					["bubble_npclist"] = {
						"scene_99999_9",
					},
					["extra_chapter_level"] = {
						62,
						4,
					},
					["extra_quest_id"] = 5682,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 31,
					["node_type"] = 11,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 32,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["bubble_id"] = 10,
					["bubble_npclist"] = {
						"shop_7",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 33,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						5,
					},
					["extra_quest_id"] = 5683,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 34,
					["node_type"] = 14,
					["round"] = 1,
				},
			},
			{
				{
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							15,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 1,
					["node_type"] = 2,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 2,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 3,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["bubble_id"] = 1,
					["bubble_npclist"] = {
						"scene_99999_2",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 4,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 5,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 4,
					["bubble_npclist"] = {
						"shop_1",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 6,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["bubble_id"] = 5,
					["bubble_npclist"] = {
						"shop_2",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 7,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 8,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 9,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 10,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 11,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 12,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["bubble_id"] = 6,
					["bubble_npclist"] = {
						"shop_3",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 13,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 14,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 15,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 16,
					["node_type"] = 3,
					["round"] = 2,
				},
				{
					["extra_chapter_level"] = {
						62,
						17,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 17,
					["node_type"] = 9,
					["round"] = 2,
				},
				{
					["bubble_id"] = 7,
					["bubble_npclist"] = {
						"shop_4",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 18,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 8,
					["bubble_npclist"] = {
						"shop_5",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 19,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 20,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 21,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 22,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_chapter_level"] = {
						62,
						18,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 23,
					["node_type"] = 9,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 24,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 2,
					["bubble_npclist"] = {
						"scene_99999_1",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 25,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 26,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 27,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["bubble_id"] = 9,
					["bubble_npclist"] = {
						"shop_6",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 28,
					["node_type"] = 4,
					["round"] = 2,
				},
				{
					["extra_chapter_level"] = {
						62,
						19,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 29,
					["node_type"] = 9,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 30,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["bubble_id"] = 3,
					["bubble_npclist"] = {
						"scene_99999_9",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 31,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 32,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 10,
					["bubble_npclist"] = {
						"shop_7",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 33,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 1,
					["node_index"] = 34,
					["node_type"] = 1,
					["round"] = 2,
				},
			},
		},
		{
			{
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 1,
					["node_type"] = 15,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 2,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["bubble_id"] = 11,
					["bubble_npclist"] = {
						"scene_99999_1",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 3,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 4,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["bubble_id"] = 15,
					["bubble_npclist"] = {
						"shop_1",
					},
					["extra_chapter_level"] = {
						62,
						56,
					},
					["extra_quest_id"] = 5692,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 5,
					["node_type"] = 13,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 6,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						40,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							18,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 7,
					["node_type"] = 10,
					["round"] = 1,
				},
				{
					["bubble_id"] = 12,
					["bubble_npclist"] = {
						"scene_99999_3",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 8,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 9,
					["node_type"] = 3,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 10,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 11,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						20,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 12,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["bubble_id"] = 16,
					["bubble_npclist"] = {
						"shop_2",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 13,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						6,
					},
					["extra_quest_id"] = 5686,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 14,
					["node_type"] = 11,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 15,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 16,
					["node_type"] = 4,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 17,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["bubble_id"] = 17,
					["bubble_npclist"] = {
						"shop_3",
					},
					["extra_chapter_level"] = {
						62,
						21,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 18,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						54,
					},
					["extra_quest_id"] = 5690,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 19,
					["node_type"] = 12,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 20,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["extra_transport_id"] = 4,
					["map_id"] = 2,
					["node_index"] = 21,
					["node_type"] = 5,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 22,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 23,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						7,
					},
					["extra_quest_id"] = 5687,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 24,
					["node_type"] = 11,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 25,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						35,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							18,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 26,
					["node_type"] = 10,
					["round"] = 1,
				},
				{
					["bubble_id"] = 13,
					["bubble_npclist"] = {
						"scene_99999_5",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 27,
					["node_type"] = 3,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 28,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["bubble_id"] = 19,
					["bubble_npclist"] = {
						"shop_5",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 29,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						57,
					},
					["extra_quest_id"] = 5693,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 30,
					["node_type"] = 13,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 31,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 32,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["bubble_id"] = 20,
					["bubble_npclist"] = {
						"shop_6",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 33,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						22,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 34,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 35,
					["node_type"] = 4,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 36,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						55,
					},
					["extra_quest_id"] = 5691,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 37,
					["node_type"] = 12,
					["round"] = 1,
				},
				{
					["bubble_id"] = 21,
					["bubble_npclist"] = {
						"shop_7",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 38,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						36,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							18,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 39,
					["node_type"] = 10,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 40,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["bubble_id"] = 22,
					["bubble_npclist"] = {
						"shop_8",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 41,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						8,
					},
					["extra_quest_id"] = 5688,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 42,
					["node_type"] = 11,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 43,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 44,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						23,
					},
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							14,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 45,
					["node_type"] = 9,
					["round"] = 1,
				},
				{
					["bubble_id"] = 14,
					["bubble_npclist"] = {
						"scene_99999_7",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 46,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["bubble_id"] = 23,
					["bubble_npclist"] = {
						"shop_9",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 47,
					["node_type"] = 1,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 48,
					["node_type"] = 6,
					["round"] = 1,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 49,
					["node_type"] = 8,
					["round"] = 1,
				},
				{
					["extra_chapter_level"] = {
						62,
						9,
					},
					["extra_quest_id"] = 5689,
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 50,
					["node_type"] = 14,
					["round"] = 1,
				},
			},
			{
				{
					["extra_reward_group"] = {
						["reward_activity_red_2024"] = {
							16,
						},
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 1,
					["node_type"] = 2,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 2,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 11,
					["bubble_npclist"] = {
						"scene_99999_1",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 3,
					["node_type"] = 8,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 4,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 15,
					["bubble_npclist"] = {
						"shop_1",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 5,
					["node_type"] = 1,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 6,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
					["node_index"] = 7,
					["node_type"] = 6,
					["round"] = 2,
				},
				{
					["bubble_id"] = 12,
					["bubble_npclist"] = {
						"scene_99999_3",
					},
					["extra_reward_group"] = {
					},
					["extra_reward_group_special"] = {
					},
					["map_id"] = 2,
